NCBI_GID	ENSEMBL_GID	Assigned_Gene_symbol	Gene_symbol	Product
123742371	NA	LOC123742371	LOC123742371	rho family-interacting cell polarization regulator 1-like
123742372	NA	LOC123742372	LOC123742372	ATP synthase subunit a-like
123742373	NA	LOC123742373	LOC123742373	trace amine-associated receptor 13c-like
123742374	NA	LOC123742374	LOC123742374	protocadherin-18-like
123742376	ENSSSAG00000085049	LOC123742376	LOC123742376	exosome complex component RRP45-like
123742377	NA	LOC123742377	LOC123742377	testis-specific gene A8 protein-like
123742379	NA	LOC123742379	LOC123742379	NACHT, LRR and PYD domains-containing protein 12-like
123742381	ENSSSAG00000104862	LOC123742381	LOC123742381	protein Dok-7-like
123742382	ENSSSAG00000116469	LOC123742382	LOC123742382	CD209 antigen-like protein E
123742385	NA	LOC123742385	LOC123742385	ankyrin-2-like
123742387	NA	LOC123742387	LOC123742387	uncharacterized LOC123742387
123742390	NA	LOC123742390	LOC123742390	protein NLRC3-like
123742391	ENSSSAG00000037607	LOC123742391	LOC123742391	NACHT, LRR and PYD domains-containing protein 1 homolog
123742392	NA	LOC123742392	LOC123742392	protein NLRC3-like
123742395	NA	LOC123742395	LOC123742395	thioredoxin-like
123742396	ENSSSAG00000101922	LOC123742396	LOC123742396	DNA-directed RNA polymerase I subunit RPA49-like
123742397	ENSSSAG00000098242	LOC123742397	LOC123742397	zinc finger CCHC domain-containing protein 7-like
123742399	NA	LOC123742399	LOC123742399	up-regulator of cell proliferation-like
123742405	NA	LOC123742405	LOC123742405	zinc finger and SCAN domain-containing protein 12-like
123742406	NA	LOC123742406	LOC123742406	zinc finger protein 26-like
123742407	NA	LOC123742407	LOC123742407	protein ALP1-like
123742408	ENSSSAG00000092255	LOC123742408	LOC123742408	C-type lectin domain family 4 member M-like
123742409	ENSSSAG00000096206	LOC123742409	LOC123742409	CD209 antigen-like protein C
123742411	ENSSSAG00000085673	LOC123742411	LOC123742411	CD209 antigen-like protein C
123742414	ENSSSAG00000093337	LOC123742414	LOC123742414	vacuolar protein sorting-associated protein 37A-like
123742415	ENSSSAG00000001871	LOC123742415	LOC123742415	tumor suppressor candidate 3
123742419	NA	LOC123742419	LOC123742419	uncharacterized LOC123742419
123742420	ENSSSAG00000083598	LOC123742420	LOC123742420	G protein-regulated inducer of neurite outgrowth 3-like
123742421	ENSSSAG00000083875	LOC123742421	LOC123742421	mitochondrial uncoupling protein 2-like
123742426	ENSSSAG00000003866	si:dkey-28b4.8	si:dkey-28b4.8	sarcoplasmic/endoplasmic reticulum calcium ATPase 2
123742427	ENSSSAG00000076316	LOC123742427	LOC123742427	large neutral amino acids transporter small subunit 3-like
123742428	ENSSSAG00000122053	LOC123742428	LOC123742428	uncharacterized LOC123742428
123742429	NA	LOC123742429	LOC123742429	uncharacterized LOC123742429
123742430	NA	LOC123742430	LOC123742430	T-cell ecto-ADP-ribosyltransferase 2-like
123742436	ENSSSAG00000087068	LOC123742436	LOC123742436	C-type lectin domain family 4 member E-like
123742444	ENSSSAG00000054659	si:ch211-215c18.3	si:ch211-215c18.3	uncharacterized si:ch211-215c18.3
123742449	NA	LOC123742449	LOC123742449	rho GTPase-activating protein 24-like
123742450	NA	LOC123742450	LOC123742450	SLC35A4 upstream open reading frame protein-like
123742458	NA	LOC123742458	LOC123742458	protocadherin beta-16-like
123742459	NA	LOC123742459	LOC123742459	protocadherin beta-15-like
123742460	NA	LOC123742460	LOC123742460	protocadherin beta-15-like
123742461	NA	LOC123742461	LOC123742461	protocadherin beta-16-like
123742463	NA	LOC123742463	LOC123742463	protocadherin gamma-A11-like
123742464	NA	LOC123742464	LOC123742464	protocadherin alpha-2-like
123742465	NA	LOC123742465	LOC123742465	protocadherin alpha-10-like
123742466	NA	LOC123742466	LOC123742466	protocadherin gamma-A12-like
123742467	NA	LOC123742467	LOC123742467	protocadherin beta-15-like
123742469	NA	LOC123742469	LOC123742469	uncharacterized LOC123742469
123742470	ENSSSAG00000079206	LOC123742470	LOC123742470	SLAIN motif-containing protein-like
123742473	ENSSSAG00000006106	LOC123742473	LOC123742473	protein KIBRA-like
123742475	NA	LOC123742475	LOC123742475	vacuolar protein sorting-associated protein 37D-like
123742476	NA	LOC123742476	LOC123742476	serine/threonine/tyrosine-interacting-like protein 1
123742477	NA	LOC123742477	LOC123742477	uncharacterized LOC123742477
123742478	NA	LOC123742478	LOC123742478	rhomboid domain-containing protein 2-like
123742480	NA	LOC123742480	LOC123742480	uncharacterized LOC123742480
123742482	NA	LOC123742482	LOC123742482	uncharacterized LOC123742482
123742483	NA	LOC123742483	LOC123742483	uncharacterized LOC123742483
123742484	NA	LOC123742484	LOC123742484	uncharacterized LOC123742484
123742485	NA	LOC123742485	LOC123742485	uncharacterized LOC123742485
123742486	NA	LOC123742486	LOC123742486	uncharacterized LOC123742486
123742487	NA	LOC123742487	LOC123742487	rhomboid domain-containing protein 2-like
123742488	NA	LOC123742488	LOC123742488	rhomboid domain-containing protein 2-like
123742489	NA	LOC123742489	LOC123742489	rhomboid domain-containing protein 2-like
123742496	NA	LOC123742496	LOC123742496	cell wall integrity and stress response component 2-like
123742497	NA	LOC123742497	LOC123742497	uncharacterized protein K02A2.6-like
123742500	NA	LOC123742500	LOC123742500	hepatitis A virus cellular receptor 1 homolog
123742501	NA	prob1	prob1	proline-rich basic protein 1
123742502	NA	LOC123742502	LOC123742502	teneurin-2-like
123742505	NA	LOC123742505	LOC123742505	uncharacterized LOC123742505
123742506	NA	LOC123742506	LOC123742506	uncharacterized LOC123742506
123742511	NA	LOC123742511	LOC123742511	von Willebrand factor A domain-containing protein 7-like
123742512	NA	LOC123742512	LOC123742512	uncharacterized LOC123742512
123742517	ENSSSAG00000039546	LOC123742517	LOC123742517	secretory phospholipase A2 receptor-like
123742519	ENSSSAG00000024824	LOC123742519	LOC123742519	thy-1 membrane glycoprotein-like
123742520	NA	LOC123742520	LOC123742520	protocadherin beta-16-like
123742521	NA	LOC123742521	LOC123742521	uncharacterized LOC123742521
123742522	NA	LOC123742522	LOC123742522	zinc finger protein 69 homolog
123742523	ENSSSAG00000098856	LOC123742523	LOC123742523	gastrula zinc finger protein xLCGF3.1-like
123742524	NA	LOC123742524	LOC123742524	zinc finger and BTB domain-containing protein 18.3-like
123742525	NA	LOC123742525	LOC123742525	zinc finger protein 589-like
123742526	ENSSSAG00000087923	LOC123742526	LOC123742526	zinc finger protein 619-like
123742527	NA	LOC123742527	LOC123742527	uncharacterized LOC123742527
123742528	NA	LOC123742528	LOC123742528	zinc finger protein C25B8.19c-like
123742529	NA	LOC123742529	LOC123742529	zinc finger and SCAN domain-containing protein 12-like
123742530	NA	LOC123742530	LOC123742530	zinc finger protein 271-like
123742531	NA	LOC123742531	LOC123742531	gastrula zinc finger protein XlCGF49.1-like
123742532	NA	LOC123742532	LOC123742532	protein krueppel-like
123742541	NA	LOC123742541	LOC123742541	deleted in malignant brain tumors 1 protein-like
123742542	NA	LOC123742542	LOC123742542	mastermind-like protein 3
123742543	NA	LOC123742543	LOC123742543	extensin-like
123742544	NA	LOC123742544	LOC123742544	CD209 antigen-like protein C
123742545	NA	LOC123742545	LOC123742545	calcium/calmodulin-dependent protein kinase type II delta chain-like
123742546	NA	LOC123742546	LOC123742546	thrombospondin type-1 domain-containing protein 4-like
123742548	NA	LOC123742548	LOC123742548	CD5 antigen-like
123742549	NA	LOC123742549	LOC123742549	uncharacterized LOC123742549
123742552	NA	LOC123742552	LOC123742552	protein krueppel-like
123742554	NA	LOC123742554	LOC123742554	choline transporter-like protein 1
123742556	NA	LOC123742556	LOC123742556	mucin-2-like
123742557	NA	LOC123742557	LOC123742557	mucin-5AC-like
123742558	NA	LOC123742558	LOC123742558	mucin-5AC-like
123742559	NA	LOC123742559	LOC123742559	GATA zinc finger domain-containing protein 14-like
123742560	NA	LOC123742560	LOC123742560	mucin-2-like
123742561	NA	LOC123742561	LOC123742561	integumentary mucin C.1-like
123742562	ENSSSAG00000003226	LOC123742562	LOC123742562	CD209 antigen-like protein B
123742565	NA	LOC123742565	LOC123742565	uncharacterized LOC123742565
123742573	ENSSSAG00000104156	LOC123742573	LOC123742573	nischarin-like
123742577	ENSSSAG00000087880	defbl2	defbl2	defensin, beta-like 2
123742585	NA	LOC123742585	LOC123742585	uncharacterized LOC123742585
123742587	NA	LOC123742587	LOC123742587	olfactory receptor 1F1-like
123742589	NA	LOC123742589	LOC123742589	trace amine-associated receptor 13c-like
123742703	ENSSSAG00000114142	LOC123742703	LOC123742703	complement component C1q receptor-like
123743034	NA	LOC123743034	LOC123743034	protocadherin alpha-C2-like
123743039	NA	LOC123743039	LOC123743039	myomesin-2-like
123743040	NA	LOC123743040	LOC123743040	myeloid cell surface antigen CD33-like
123743042	NA	LOC123743042	LOC123743042	uncharacterized LOC123743042
123743043	NA	LOC123743043	LOC123743043	uncharacterized LOC123743043
123743044	NA	LOC123743044	LOC123743044	IgGFc-binding protein-like
123743045	NA	LOC123743045	LOC123743045	B-cell receptor CD22-like
123743047	NA	LOC123743047	LOC123743047	zinc finger protein 595-like
123743049	NA	LOC123743049	LOC123743049	meiotic recombination protein REC8 homolog
123743050	NA	LOC123743050	LOC123743050	CHRNA7-FAM7A fusion protein-like
123743051	NA	LOC123743051	LOC123743051	hyphally regulated cell wall protein 1-like
123743055	NA	LOC123743055	LOC123743055	angiopoietin-1-like
123743062	NA	LOC123743062	LOC123743062	beta-microseminoprotein-like
123743063	NA	LOC123743063	LOC123743063	ataxin-1-like
123743064	NA	LOC123743064	LOC123743064	protein MTSS 1-like
123743065	NA	LOC123743065	LOC123743065	transcription factor E2F3-like
123743066	NA	LOC123743066	LOC123743066	protein asteroid homolog 1-like
123743067	NA	LOC123743067	LOC123743067	protein asteroid homolog 1-like
123743069	NA	hmgn6	hmgn6	high mobility group nucleosome binding domain 6
123743070	ENSSSAG00000113102	LOC123743070	LOC123743070	magnesium transporter protein 1-like
123743076	ENSSSAG00000113604	LOC123743076	LOC123743076	keratin-associated protein 16-1-like
123743078	ENSSSAG00000116463	LOC123743078	LOC123743078	uncharacterized LOC123743078
123743081	NA	LOC123743081	LOC123743081	teneurin-2-like
123743091	NA	LOC123743091	LOC123743091	adhesion G protein-coupled receptor E3-like
123743094	NA	LOC123743094	LOC123743094	protein NLRC3-like
123743095	NA	LOC123743095	LOC123743095	protocadherin alpha-C2-like
123743097	NA	LOC123743097	LOC123743097	protocadherin alpha-2-like
123743098	NA	LOC123743098	LOC123743098	protocadherin gamma-A11-like
123743099	NA	LOC123743099	LOC123743099	protocadherin gamma-C5-like
123743100	NA	LOC123743100	LOC123743100	protocadherin gamma-A3-like
123743101	NA	LOC123743101	LOC123743101	protocadherin gamma-A3-like
123743102	NA	LOC123743102	LOC123743102	protocadherin beta-16-like
123743103	NA	LOC123743103	LOC123743103	protocadherin alpha-8-like
123743104	NA	LOC123743104	LOC123743104	protocadherin alpha-3-like
123743105	NA	LOC123743105	LOC123743105	short transient receptor potential channel 7-like
123743107	NA	LOC123743107	LOC123743107	uncharacterized LOC123743107
123743108	NA	LOC123743108	LOC123743108	SLC35A4 upstream open reading frame protein-like
123743109	NA	LOC123743109	LOC123743109	putative monooxygenase p33MONOX
123743122	ENSSSAG00000053447	LOC123743122	LOC123743122	sialic acid-binding Ig-like lectin 5
123743124	NA	LOC123743124	LOC123743124	potassium voltage-gated channel subfamily E member 1
123743125	NA	LOC123743125	LOC123743125	coiled-coil domain-containing protein 105-like
123743127	NA	LOC123743127	LOC123743127	beta-2-microglobulin-like
123743130	ENSSSAG00000120565	LOC123743130	LOC123743130	1-phosphatidylinositol phosphodiesterase-like
123743131	ENSSSAG00000008196	LOC123743131	LOC123743131	uncharacterized LOC123743131
123743132	NA	LOC123743132	LOC123743132	uncharacterized LOC123743132
123743136	NA	LOC123743136	LOC123743136	G patch domain-containing protein 8-like
123743142	NA	LOC123743142	LOC123743142	nucleotide-binding oligomerization domain-containing protein 1-like
123743143	NA	LOC123743143	LOC123743143	taste receptor type 1 member 1-like
123743144	NA	LOC123743144	LOC123743144	V-set domain-containing T-cell activation inhibitor 1-like
123743145	NA	LOC123743145	LOC123743145	uncharacterized LOC123743145
123743150	NA	LOC123743150	LOC123743150	trypsin-1-like
123743156	ENSSSAG00000007199	LOC123743156	LOC123743156	C-Jun-amino-terminal kinase-interacting protein 4-like
123743157	ENSSSAG00000005074	LOC123743157	LOC123743157	mucin-17
123743158	ENSSSAG00000114891	LOC123743158	LOC123743158	protein shisa-6
123743162	ENSSSAG00000003988	LOC123743162	LOC123743162	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3-like
123743164	NA	LOC123743164	LOC123743164	cholesterol side-chain cleavage enzyme, mitochondrial-like
123743165	NA	LOC123743165	LOC123743165	E3 ubiquitin-protein ligase TRIM41-like
123743166	NA	LOC123743166	LOC123743166	cortexin domain containing 2-like
123743167	ENSSSAG00000120551	LOC123743167	LOC123743167	uncharacterized LOC123743167
123743168	NA	LOC123743168	LOC123743168	regulation of nuclear pre-mRNA domain-containing protein 2-like
123743169	NA	LOC123743169	LOC123743169	uncharacterized LOC123743169
123743170	ENSSSAG00000086818	LOC123743170	LOC123743170	ras-related protein Rab-13
123743171	NA	LOC123743171	LOC123743171	lysine-rich arabinogalactan protein 17-like
123743173	NA	LOC123743173	LOC123743173	ephrin-A3-like
123743174	ENSSSAG00000035898	LOC123743174	LOC123743174	protein S100-A1-like
123743175	NA	LOC123743175	LOC123743175	neuronal acetylcholine receptor subunit beta-2-like
123743177	ENSSSAG00000055063	LOC123743177	LOC123743177	uncharacterized LOC123743177
123743178	NA	LOC123743178	LOC123743178	uncharacterized LOC123743178
123743181	ENSSSAG00000088770	LOC123743181	LOC123743181	protein FAM171A1-like
123743182	ENSSSAG00000112979	LOC123743182	LOC123743182	chromatin target of PRMT1 protein-like
123743185	ENSSSAG00000108396	LOC123743185	LOC123743185	catenin beta-1
123743186	NA	LOC123743186	LOC123743186	zymogen granule membrane protein 16-like
123743189	ENSSSAG00000115967	LOC123743189	LOC123743189	transmembrane protein 196-like
123743190	ENSSSAG00000005235	LOC123743190	LOC123743190	twist-related protein 2-like
123743198	NA	LOC123743198	LOC123743198	mini-chromosome maintenance complex-binding protein-like
123743207	ENSSSAG00000012569	LOC123743207	LOC123743207	membrane-spanning 4-domains subfamily A member 4D-like
123743208	ENSSSAG00000096138	LOC123743208	LOC123743208	pachytene checkpoint protein 2 homolog
123743210	ENSSSAG00000058511	LOC123743210	LOC123743210	fatty acid-binding protein, adipocyte-like
123743211	NA	LOC123743211	LOC123743211	ataxin-1-like
123743213	ENSSSAG00000083156	LOC123743213	LOC123743213	putative ribosome-binding factor A, mitochondrial
123743217	ENSSSAG00000010032	LOC123743217	LOC123743217	derlin-1-like
123743219	ENSSSAG00000119838	LOC123743219	LOC123743219	transmembrane protein 65-like
123743220	NA	LOC123743220	LOC123743220	protein asteroid homolog 1-like
123743221	ENSSSAG00000082353	LOC123743221	LOC123743221	galectin-1-like
123743222	ENSSSAG00000106529	LOC123743222	LOC123743222	neurensin-1-like
123743224	ENSSSAG00000084034	LOC123743224	LOC123743224	zinc finger CW-type PWWP domain protein 2-like
123743225	ENSSSAG00000110471	LOC123743225	LOC123743225	COX assembly mitochondrial protein homolog
123743226	NA	LOC123743226	LOC123743226	protocadherin alpha-8-like
123743227	NA	LOC123743227	LOC123743227	protocadherin gamma-A11-like
123743228	NA	LOC123743228	LOC123743228	protocadherin beta-16-like
123743230	NA	LOC123743230	LOC123743230	leucine-rich repeat extensin-like protein 5
123743231	NA	LOC123743231	LOC123743231	collagen alpha-1(III) chain-like
123743232	NA	LOC123743232	LOC123743232	uncharacterized LOC123743232
123743235	NA	LOC123743235	LOC123743235	extensin-like
123743237	NA	LOC123743237	LOC123743237	extensin-1-like
123743238	NA	LOC123743238	LOC123743238	sodium/potassium/calcium exchanger 1-like
123743240	NA	LOC123743240	LOC123743240	uncharacterized LOC123743240
123743241	NA	LOC123743241	LOC123743241	fibroblast growth factor 16-like
123743244	NA	LOC123743244	LOC123743244	RNA-binding protein 25-like
123743250	NA	LOC123743250	LOC123743250	IgGFc-binding protein-like
123743330	NA	LOC123743330	LOC123743330	rho GTPase-activating protein 20-like
123743331	NA	LOC123743331	LOC123743331	uncharacterized LOC123743331
123743333	NA	LOC123743333	LOC123743333	kinesin-related protein 12-like
123743334	NA	LOC123743334	LOC123743334	uncharacterized LOC123743334
